QKEY,LANG_W68,FLOYDFOL_W68,FLOYDDISC_W68,FLOYDCOVER_W68,FLOYDATTN_W68,FLOYDATTN2_a_W68,FLOYDATTN2_b_W68,FLOYDATTN2_c_W68,FLOYDATTN2_d_W68,FLOYDATTN2_e_W68,FLOYDATTN2_f_W68,FLOYDTRUMPFOL_W68,FLOYDTRUMPMSSG_W68,FLOYDSTLOCFOL_W68,FLOYDSM_W68,COVIDFOL_W68,COVIDCOVER1_W68,COVIDTRUMPFOL_W68,COVIDFACTS_a_W68,COVIDFACTS_b_W68,COVIDFACTS_c_W68,COVIDFACTS_d_W68,COVIDFACTS_e_W68,COVIDDEAL_W68,COVIDNEWSCHNG_a_W68,COVIDNEWSCHNG_b_W68,COVIDNEWSCHNG_c_W68,COVIDNEWSCHNG_d_W68,COVIDNEWSCHNG_e_W68,COVIDTOGETHER_W68,COVIDINFODIFF_W68,COVIDLOCINFO_W68,NEWSHEARD_l_W68,NEWSHEARD_m_W68,NEWSHEARD_n_W68,NEWSHEARD_o_W68,NEWSHEARD_g_W68,NEWSHEARD_i_W68,NEWSHEARD_j_W68,COVIDCOUNT_W68,COVIDCOUNT2_W68,COVIDSTYHM_W68,COVIDUNEMPLOY_W68,COVIDANTIBODIES_W68,KNOWFAUCI_W68,COVIDPLANHRD_W68,COVIDPLANTRUE_W68,COVIDPLANWATCH_W68,CAMPNII_W68,CAMP20INT_W68,CANDNEWS_a_W68,CANDNEWS_b_W68,GROUP_TRUST_a_W57,NEWS_MOST_W57,TALKPOL_W57,FOLELECT_W57,CR_PARTYNEWSUSE_W57,CR_NEWS_INFLU_W57,CR_DIG_SAV_W57,CR_MAINSOPOL_GROUPS_W57,CR_KNOWLEDGE_INDEX_W57,COVIDNEWSRELY_W66,CR_COVID_DEATHS_CNTY_W68,CR_COVID_DEATHS_PERCAP_W68,CR_COVID_DEATHS_W68,CR_COVID_DEATHS_ADJ_W68,F_METRO,F_CREGION,F_AGECAT,F_SEX,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_NATIVITY2,F_MARITAL,F_RELIG,F_BORN,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_INCOME,F_INCOME_RECODE,F_REG,F_IDEO,F_ACSWEB,F_VOLSUM,F_INC_TIER2,F_HISP_ORIGIN,F_YEARSINUS,F_PARTYSUMIDEO,FLAG_W68,WEIGHT_W68
2.01901E+11,1,1,3,2,3,3,3,3,3,2,3,1,4,1,4,1,1,1,4,2,2,1,1,3,3,3,3,1,3,1,2,2,1,1,1,2,1,1,1,1,1,2,3,2,3,2,4,3,1,4,2,2,2,7,3,1,5,1,1,2,3,2,2,2,355,14.36929327,1,4,3,1,2,3,1,5,3,1,1,6,11,0,6,3,2,2,1,3,1,4,1,2,1,1,1,4,2,0.556459146
2.01901E+11,1,2,3,2,3,2,99,99,99,2,1,2,2,2,3,3,2,2,2,4,3,2,2,1,2,2,1,1,1,3,1,99,2,2,2,2,2,2,2,4,1,2,2,2,3,3,0,0,3,3,2,2,3,7,2,2,1,2,1,98,3,6,1,1,9,6.060238773,1,3,2,2,1,5,2,1,1,1,1,1,1,1,1,1,0,1,8,1,1,1,1,1,2,6,1,1,2,0.479232339
2.01901E+11,1,2,4,2,3,3,3,3,3,3,3,2,4,2,3,2,2,3,4,2,2,2,2,3,3,3,3,3,3,3,2,1,2,2,2,2,2,2,2,3,9,2,3,2,3,2,4,3,2,2,2,2,2,2,2,1,4,2,1,7,2,7,2,3,338,46.4789449,1,4,3,2,2,4,2,1,1,1,1,1,7,0,6,3,2,2,9,1,1,4,1,2,3,6,1,4,2,0.813027674
2.01901E+11,1,1,2,2,3,3,1,2,2,3,2,3,4,3,1,1,2,2,4,3,4,2,2,2,2,2,2,3,2,2,2,1,2,1,3,2,2,2,1,5,2,2,4,2,3,3,0,0,2,4,2,2,2,7,4,1,5,2,1,98,3,6,2,3,182,31.42080748,1,3,2,2,2,3,2,1,1,1,1,1,2,2,5,3,2,2,8,1,1,5,1,1,3,6,1,4,2,0.622620064
2.01901E+11,1,2,3,2,1,1,2,1,1,1,1,3,4,3,4,3,2,3,4,3,2,3,3,3,2,2,3,3,3,3,1,1,2,1,1,2,2,1,1,2,2,2,5,1,3,2,4,3,1,4,2,2,3,1,2,2,3,2,1,98,3,7,3,3,479,67.87115533,1,3,2,2,1,6,2,2,2,1,1,2,1,1,3,3,2,2,8,1,3,3,1,1,3,6,1,3,2,0.952814321
2.01901E+11,1,3,4,2,3,2,3,2,2,2,2,4,3,3,2,3,2,3,3,3,3,3,3,1,2,2,3,2,3,3,1,1,2,2,3,3,3,2,2,4,1,1,1,2,3,3,0,0,4,4,2,2,2,3,4,3,3,3,1,98,1,3,2,3,39,46.55104501,1,2,2,1,1,5,2,1,1,1,1,4,12,0,6,1,0,1,9,1,1,2,1,1,3,6,1,1,2,0.458880403
2.01901E+11,1,2,3,3,3,3,1,3,2,3,3,2,3,2,2,2,2,2,3,3,2,3,2,1,2,2,2,1,1,1,1,1,3,1,2,2,2,1,2,5,1,2,2,2,3,2,3,3,3,2,2,2,2,3,4,3,1,3,1,98,2,3,2,2,96,14.61287303,1,2,2,1,3,2,2,1,1,1,1,1,2,2,2,3,1,1,6,2,1,2,1,1,2,6,1,1,2,1.350413817
2.01901E+11,1,2,3,2,2,3,1,2,2,3,2,1,4,2,1,2,2,2,4,1,2,1,2,1,1,2,1,1,1,2,2,1,2,1,2,1,2,2,2,2,1,2,4,2,3,1,4,3,2,2,2,2,1,4,1,1,5,1,1,6,3,1,2,2,74,10.89643819,1,4,3,1,1,6,1,1,3,1,1,1,12,0,5,3,2,2,9,1,1,3,1,1,3,4,1,3,2,0.065173106
2.01901E+11,1,1,1,2,3,3,3,2,3,2,2,1,4,1,1,1,1,2,4,2,2,3,2,2,1,1,3,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,4,2,3,2,4,2,1,1,1,1,1,2,1,1,5,1,1,7,3,7,2,2,44,7.952516248,1,3,4,1,1,5,2,1,1,1,1,3,5,0,6,3,2,2,5,2,1,4,1,2,2,6,1,4,2,0.356953203
2.01901E+11,1,2,2,4,3,1,1,1,2,3,1,3,3,2,1,2,2,3,3,3,3,3,3,1,2,2,1,1,1,2,1,1,2,2,3,2,2,2,3,4,2,2,3,2,3,1,3,3,3,3,2,2,4,6,4,4,3,3,1,98,1,7,3,2,2569,25.58992548,1,4,2,2,1,6,2,3,5,1,1,6,1,1,3,1,0,1,7,1,1,1,1,1,3,6,1,1,2,0.560820485
2.01901E+11,1,1,2,1,2,3,3,3,2,3,2,3,4,2,2,2,2,2,3,2,2,2,2,3,3,3,3,3,3,1,2,1,1,1,2,1,1,1,1,4,2,2,3,2,3,2,5,3,2,1,2,1,2,3,2,2,5,99,2,98,3,6,3,3,479,67.87115533,1,3,3,2,2,3,2,2,2,1,1,6,2,2,4,4,2,2,6,2,1,3,1,1,2,6,1,3,2,0.35226954
2.01901E+11,1,3,3,4,1,2,1,2,2,99,99,4,99,3,3,2,4,2,3,4,4,3,4,1,2,2,2,1,3,99,99,1,3,1,2,2,2,2,1,5,1,1,4,2,3,2,2,3,3,1,1,2,3,6,2,3,2,3,2,98,2,6,2,2,167,21.78004244,1,3,2,2,1,5,2,99,99,1,1,1,1,1,1,1,0,1,4,2,1,1,1,2,1,6,1,1,2,2.055548016
2.01901E+11,1,2,3,2,1,1,3,3,2,3,1,4,4,2,4,2,4,3,4,2,1,3,2,3,2,2,2,3,3,2,2,2,2,3,3,2,2,1,3,4,2,3,5,2,5,3,0,0,4,1,1,2,3,4,4,2,5,2,1,98,1,7,2,2,38,11.10659703,1,3,4,1,1,5,2,1,1,1,1,3,1,1,3,3,2,2,5,2,1,2,1,1,2,6,1,3,2,0.227764072
2.01901E+11,1,2,2,2,1,3,1,3,2,3,1,3,3,2,3,2,99,3,3,4,4,4,3,1,3,3,3,1,3,2,1,1,2,2,2,2,3,2,2,3,9,3,1,3,3,1,2,3,4,3,2,2,3,5,1,1,2,2,2,4,3,10,1,1,3,5.811025452,2,3,3,1,2,3,2,1,1,1,1,3,1,2,5,3,1,1,3,3,3,2,1,2,2,6,1,1,2,1.546582509
2.01901E+11,1,3,2,4,3,1,2,1,1,2,3,3,99,3,1,2,3,3,4,4,4,4,4,1,2,2,1,99,1,2,1,1,2,1,3,1,2,2,2,4,99,2,3,2,3,1,2,3,3,4,1,2,4,2,2,2,1,2,2,98,2,1,2,1,59,3.801404329,1,4,3,2,2,3,2,1,1,1,1,1,2,2,1,1,0,1,6,2,1,2,1,1,2,6,1,1,2,0.58482692
2.01901E+11,1,2,3,4,1,1,2,2,2,3,3,3,2,3,2,2,3,3,3,3,3,2,2,1,2,2,1,2,1,3,2,1,3,2,3,2,3,2,2,5,1,2,3,2,3,3,0,0,3,2,2,2,2,3,2,3,3,3,1,6,2,3,1,1,6,2.610409443,1,4,2,2,1,6,2,1,1,1,1,1,3,1,2,1,0,1,9,1,1,2,1,1,3,6,1,1,2,0.531395542
2.01901E+11,2,1,2,4,3,2,1,2,2,2,2,2,4,2,1,1,3,1,4,3,3,3,3,2,2,1,1,3,1,3,1,2,3,2,3,2,3,3,1,1,1,1,9,3,3,1,4,3,2,3,1,2,4,6,2,3,0,3,1,8,1,2,2,2,68,11.28816187,1,2,2,1,2,3,1,99,3,99,1,1,3,1,2,4,2,2,4,2,0,3,1,1,99,1,1,3,1,0.68193032
2.01901E+11,1,1,3,4,2,3,3,2,2,2,2,2,4,2,1,2,2,2,4,3,1,2,2,2,2,3,3,1,3,3,2,2,1,2,1,3,2,2,2,4,1,3,9,2,3,2,4,3,2,2,2,2,2,6,4,2,4,2,1,8,3,7,2,2,295,22.40354325,1,2,2,1,1,5,2,1,1,1,1,6,9,0,6,2,0,2,4,2,1,5,1,2,2,6,1,4,2,0.800882283
2.01901E+11,1,3,2,2,1,3,1,3,2,3,3,3,1,2,3,2,2,2,2,3,2,2,2,1,3,3,3,3,3,3,1,1,2,2,3,2,2,1,3,2,2,2,9,3,2,2,3,3,3,3,2,2,2,3,3,3,3,3,1,98,1,3,2,1,42,7.351306695,1,2,3,1,3,2,2,1,1,1,1,1,1,1,4,1,0,1,6,2,1,2,1,2,2,6,1,1,2,2.816087204
2.01901E+11,1,1,2,4,3,2,2,3,1,3,1,1,2,2,1,1,2,1,2,3,3,2,3,1,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,9,2,3,2,2,3,2,2,2,2,3,6,4,2,1,2,1,4,3,10,2,3,263,61.39867584,1,2,1,1,2,4,2,1,1,1,1,2,12,0,6,4,1,1,5,2,2,3,1,1,2,6,1,2,2,1.947604927
2.01901E+11,1,2,3,3,1,2,1,3,2,1,1,2,2,3,3,2,2,2,1,3,2,2,3,1,3,3,1,1,1,2,1,2,2,2,2,2,2,2,3,5,1,1,2,2,3,2,3,3,2,1,1,2,2,4,1,2,2,1,1,4,3,4,2,2,357,15.74966416,1,4,3,2,1,6,2,1,1,1,1,1,1,1,2,1,0,1,6,2,1,2,1,1,2,6,1,1,2,0.367304838
2.01901E+11,1,3,3,2,3,3,3,3,3,3,3,3,2,3,1,3,2,3,2,2,1,3,2,3,2,2,1,3,1,1,1,2,3,2,3,3,3,2,3,4,2,1,3,2,3,2,5,3,3,4,2,2,2,6,4,4,3,3,1,98,1,3,3,3,525,83.56279943,1,1,2,2,1,5,2,1,1,1,1,2,10,0,6,3,2,2,8,1,1,3,1,1,2,6,1,3,2,0.494305738
2.01901E+11,1,99,99,2,1,3,3,1,2,3,1,2,1,2,4,2,2,2,3,3,2,3,3,1,2,2,3,3,1,2,1,1,3,3,1,2,2,2,2,5,2,1,3,2,3,2,3,3,2,1,2,2,2,7,2,2,2,1,2,4,2,3,2,1,174,5.479120771,1,4,3,1,2,3,2,1,1,1,1,1,1,1,2,1,0,1,8,1,1,2,1,1,3,6,1,1,2,0.411887596
2.01901E+11,1,2,3,3,3,3,1,1,2,2,2,2,3,3,1,2,2,2,3,3,2,3,3,1,2,2,3,3,1,3,1,1,3,2,2,2,2,3,2,1,1,3,9,3,5,1,2,3,3,2,2,2,2,6,4,3,7,3,1,8,1,0,1,2,29,11.52783575,1,3,1,1,3,2,1,99,3,2,5,2,2,2,3,4,99,9,6,2,0,3,1,2,2,1,4,9,2,7.75364134
2.01901E+11,1,2,3,3,3,1,3,3,1,1,3,3,3,3,2,2,2,3,4,2,2,2,2,3,3,2,3,3,1,3,1,1,2,2,2,2,2,1,2,3,9,2,3,2,3,3,0,0,3,4,2,2,2,4,4,2,0,2,2,1,1,2,2,1,63,7.900340342,1,3,3,1,2,4,2,1,1,1,1,3,12,0,6,1,0,1,2,3,3,99,1,1,1,6,1,9,2,0.690960825
2.01901E+11,1,2,2,2,3,2,1,1,2,2,2,2,3,2,1,2,2,2,2,3,2,3,2,3,2,2,1,1,1,3,1,2,2,3,1,2,2,2,3,3,9,3,9,2,3,2,5,3,2,3,2,2,3,7,3,2,2,2,2,98,3,3,1,2,15,13.10948165,1,3,3,2,1,5,2,1,1,1,1,1,1,1,2,1,0,1,9,1,1,3,1,1,3,6,1,2,2,0.332739814
2.01901E+11,1,1,3,2,3,3,3,3,3,2,2,2,4,3,4,1,2,3,4,2,2,3,2,3,3,3,3,3,3,3,2,1,2,1,2,1,2,1,1,5,2,2,3,2,3,2,3,3,2,3,2,1,2,5,1,1,4,1,2,3,1,2,2,2,68,16.3556291,1,3,2,2,1,6,2,2,2,1,1,1,1,2,4,2,0,2,9,1,1,5,1,1,3,6,1,4,2,0.419481647
2.01901E+11,1,2,3,4,1,2,1,2,1,2,1,3,4,3,2,1,3,3,1,3,3,2,2,3,1,1,2,2,2,3,2,1,1,2,2,3,2,2,1,3,9,2,5,2,4,1,4,1,4,2,1,2,1,3,3,3,2,3,1,3,2,4,1,2,14,9.744756973,1,3,1,2,3,2,2,1,1,1,1,1,1,2,6,1,0,1,3,3,3,3,1,2,1,6,1,2,2,3.92301513
2.01901E+11,1,2,2,2,3,3,1,3,3,3,2,2,4,2,1,2,2,2,4,5,2,3,2,3,2,2,3,1,3,3,2,1,2,2,2,1,3,2,1,4,2,2,3,2,3,2,3,3,3,3,2,2,2,2,3,3,0,3,1,7,3,3,2,2,96,14.61287303,1,2,1,2,1,5,2,1,1,1,1,1,2,2,2,3,2,2,7,1,3,3,1,1,3,6,1,3,2,0.636025805
2.01901E+11,1,1,3,1,3,3,3,3,3,3,3,1,4,1,3,1,1,1,4,1,1,1,1,3,3,3,3,1,1,3,2,1,1,1,1,3,2,1,1,2,2,2,3,2,3,3,0,0,1,1,2,2,1,5,3,1,5,2,1,5,3,6,2,3,149,32.35416739,1,1,3,1,1,6,2,1,1,1,1,1,2,2,3,3,2,2,8,1,1,3,1,1,2,6,1,3,2,0.486492742
2.01901E+11,1,1,3,3,1,1,1,2,2,1,2,1,1,2,3,4,4,1,1,4,4,4,4,1,2,2,2,2,2,3,2,1,3,2,3,3,3,3,2,5,1,2,3,1,3,3,0,0,3,3,1,2,4,7,1,1,1,2,1,4,2,4,2,2,75,13.96195646,1,3,4,1,2,4,2,1,1,1,1,1,1,1,1,3,1,1,8,1,1,1,1,1,3,6,1,1,2,0.332034413
2.01901E+11,1,2,4,3,3,3,1,3,2,2,2,2,4,3,2,2,2,2,4,3,1,2,3,3,2,2,2,3,2,1,2,1,2,1,2,3,2,2,2,4,2,2,3,2,3,3,0,0,2,2,2,2,2,2,4,3,4,3,2,98,3,1,2,1,144,7.469453049,1,4,2,2,1,5,2,3,5,2,6,1,12,0,4,2,0,2,9,1,0,4,1,1,3,6,3,4,2,1.620805108
2.01901E+11,1,1,3,2,3,3,3,3,3,3,3,1,4,1,1,2,1,1,4,2,2,3,5,2,2,2,2,1,3,3,2,1,2,1,1,1,1,1,1,1,2,2,3,2,3,2,4,3,2,99,2,2,2,5,2,1,4,1,1,5,2,2,2,2,90,10.72401393,1,3,4,1,1,6,2,1,1,1,1,1,12,0,6,2,0,2,8,1,1,4,1,2,3,6,1,4,2,0.378056599
2.01901E+11,1,3,5,1,3,3,3,2,3,3,2,3,4,2,4,2,1,3,4,2,2,4,1,2,1,1,1,1,1,1,2,2,2,2,2,3,3,1,2,5,1,2,9,3,3,3,0,0,4,4,2,2,2,1,3,2,6,2,2,98,2,3,2,2,327,16.74537505,1,3,4,2,1,5,2,1,1,1,1,3,1,2,6,2,0,2,4,2,1,5,1,1,2,6,1,4,2,0.279756754
2.01901E+11,1,1,2,3,1,2,3,3,2,2,1,1,1,1,2,1,2,1,2,3,3,3,3,1,3,3,2,1,1,3,1,2,1,1,2,1,1,1,1,5,1,1,3,2,3,1,2,2,1,1,1,1,1,7,3,2,2,2,1,4,2,2,3,3,499,135.8081812,1,1,3,2,2,3,2,1,1,1,1,1,2,2,4,1,0,1,8,1,1,3,1,1,3,6,1,2,2,0.472203869
2.01901E+11,1,1,1,2,3,3,1,3,2,2,2,3,3,3,1,1,2,2,4,3,2,2,3,3,2,2,1,3,1,2,1,1,1,1,3,1,3,2,1,4,2,2,1,2,3,2,99,3,3,3,2,2,3,6,4,2,5,2,1,8,1,7,3,3,2945.515778,180.85006,1,1,99,2,1,6,2,2,2,2,6,6,1,1,2,3,2,2,6,2,0,3,1,1,2,6,2,3,2,1.099878869
2.01901E+11,1,1,2,3,3,3,3,2,2,2,3,2,4,2,1,1,4,1,4,3,2,1,2,2,1,1,2,3,2,2,2,2,2,1,2,1,2,2,1,4,1,1,4,2,3,2,3,3,2,4,2,2,2,6,2,2,4,2,1,8,1,7,2,2,84,9.281973082,1,4,1,1,2,4,2,1,1,1,1,1,10,0,4,3,2,2,5,2,1,3,1,1,2,6,1,3,2,1.877849083
2.01901E+11,1,1,1,2,3,3,3,2,3,3,2,1,4,1,1,1,1,1,4,2,2,2,2,3,3,3,3,1,3,3,2,1,2,1,1,2,1,1,1,1,1,2,3,2,3,3,0,0,1,1,2,2,1,7,4,1,5,2,2,9,3,2,3,2,760,27.9726457,1,3,3,1,1,6,1,1,3,1,6,1,2,2,4,2,0,2,8,1,1,3,1,2,2,5,4,3,2,0.190617826
2.01901E+11,1,1,1,3,3,1,1,2,2,3,2,1,4,1,1,1,2,1,4,2,2,1,2,2,2,2,1,1,2,1,2,1,2,1,2,2,1,1,1,4,2,2,3,2,3,2,4,3,1,1,2,1,2,7,1,1,5,1,1,98,3,7,2,2,55,18.6438782,1,1,2,2,1,5,2,1,1,1,1,1,12,0,5,2,0,2,8,1,1,5,1,1,3,6,1,4,2,0.384526594
2.01901E+11,1,2,2,2,3,3,3,2,3,3,2,2,4,2,3,1,2,3,4,3,2,4,3,2,2,2,2,3,2,2,2,2,2,1,2,2,1,1,1,5,1,2,4,2,3,2,4,3,3,4,2,2,1,7,1,2,5,2,1,98,1,7,2,1,36,3.479168479,1,3,99,2,1,5,2,1,1,1,1,1,9,0,6,3,2,2,8,1,1,3,1,1,3,6,1,3,2,0.303070016
2.01901E+11,2,2,3,2,3,3,2,3,3,3,2,3,4,3,4,2,2,4,4,3,1,3,3,3,2,2,2,2,2,1,2,1,2,3,2,2,2,1,2,5,1,2,2,3,5,1,2,3,3,2,2,1,1,6,1,2,5,1,1,98,2,3,2,2,52,17.79262017,1,3,2,1,3,2,1,5,3,2,5,2,2,1,2,2,0,2,2,3,0,3,1,2,1,1,3,3,1,7.75364134
2.01901E+11,1,1,3,2,1,1,3,3,3,3,3,2,3,1,4,1,1,1,3,2,2,2,2,3,3,1,3,3,3,3,2,1,2,2,1,2,2,1,2,3,9,2,3,2,3,3,0,0,1,2,2,2,2,5,4,2,0,2,3,3,3,6,2,2,295,22.40354325,1,2,4,1,3,2,2,1,1,1,1,1,12,0,3,3,99,9,2,3,1,3,2,2,1,6,1,9,2,7.75364134
2.01901E+11,1,2,3,2,3,3,1,3,2,3,3,3,2,3,2,2,2,3,3,2,2,2,2,1,2,2,2,1,3,3,2,1,2,2,2,1,2,1,3,4,2,3,3,2,3,3,0,0,2,3,1,1,2,4,2,2,2,2,2,4,3,2,1,1,8,4.25792373,1,2,3,1,1,5,2,1,1,1,1,1,12,0,5,3,1,1,5,2,1,2,1,2,2,6,1,1,2,0.513587841
2.01901E+11,1,2,3,2,3,1,1,3,2,2,2,2,3,3,1,1,1,1,1,3,1,1,2,1,1,2,2,3,1,2,1,2,2,2,1,2,2,3,3,5,1,2,9,1,5,1,3,3,4,4,2,2,2,3,2,3,2,2,2,4,1,3,1,1,0,0,2,3,1,2,3,2,2,1,1,1,1,2,12,0,4,4,2,2,2,3,3,2,1,2,1,6,1,3,2,7.417420447
2.01901E+11,1,2,3,2,1,3,1,3,1,3,3,3,3,2,4,2,2,3,3,3,2,2,2,3,1,3,1,3,3,3,2,1,2,3,3,3,2,2,3,4,2,2,4,3,3,2,3,3,2,1,2,2,2,4,3,2,2,2,2,1,1,7,3,3,3880,75.3363974,1,2,4,1,1,5,2,1,1,1,1,1,2,2,2,1,0,1,6,2,1,3,1,1,2,6,1,2,2,0.267214331
2.01901E+11,1,1,4,3,1,1,2,1,2,1,1,1,2,2,1,2,3,2,2,4,1,2,2,1,2,2,1,1,1,2,1,1,2,2,1,1,3,1,1,4,1,2,9,2,3,3,0,0,2,2,1,2,3,5,2,2,1,1,1,4,3,2,2,3,182,31.42080748,1,3,4,1,2,3,2,1,1,1,1,3,2,2,6,1,0,1,6,2,1,2,1,2,2,6,1,1,2,0.887780198
2.01901E+11,1,1,2,2,3,3,3,3,2,3,3,1,4,3,1,1,1,1,4,2,2,2,2,3,3,3,3,3,3,1,2,1,1,1,1,1,1,1,1,2,2,2,3,2,3,2,4,3,1,1,2,2,1,4,1,1,5,1,1,1,3,2,3,3,3880,75.3363974,1,2,4,2,3,2,2,1,1,1,1,1,2,2,2,3,2,2,6,2,1,4,1,1,2,6,1,4,2,0.646151215
2.01901E+11,1,1,2,1,3,3,1,3,2,3,3,1,4,1,4,1,1,1,4,2,1,3,2,3,3,3,3,1,3,3,2,2,1,1,2,2,2,1,2,1,1,1,4,2,3,3,0,0,1,1,2,2,1,1,1,1,5,2,1,98,3,3,2,3,317,58.08797121,1,1,4,1,1,5,2,1,1,1,1,1,9,0,6,2,0,2,8,1,1,4,1,1,2,6,1,4,2,0.214547684
2.01901E+11,1,3,4,4,1,1,1,1,2,1,3,4,3,2,1,3,3,3,3,3,2,3,3,3,2,2,3,3,3,2,1,2,3,1,3,1,3,2,1,3,9,2,9,3,3,3,0,0,4,4,2,2,2,6,3,3,4,3,1,7,1,3,1,1,1,1.193773279,2,3,1,2,1,6,2,1,1,1,1,1,1,2,4,4,2,2,5,2,2,3,1,2,2,6,1,3,2,1.663018102
2.01901E+11,1,1,2,1,3,3,3,3,2,3,3,1,4,1,1,1,1,1,3,1,2,2,2,3,2,2,3,1,1,3,2,1,1,1,1,1,1,1,1,5,2,2,3,2,3,1,4,3,1,3,1,1,1,7,1,1,5,1,1,98,3,7,1,2,22,9.598143196,1,3,4,1,2,3,2,1,1,1,1,2,10,0,6,2,0,2,8,1,1,4,1,2,3,6,1,4,2,0.566040889
2.01901E+11,1,3,4,2,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,2,2,2,3,3,2,2,3,2,3,1,1,1,2,3,3,3,3,2,3,3,9,3,5,3,5,2,5,2,3,2,2,2,2,3,4,3,2,3,1,99,2,8,1,1,12,4.912958748,1,3,2,1,1,6,2,1,1,1,1,1,1,1,2,1,0,1,8,1,1,2,1,1,3,6,1,1,2,0.446076551
2.01901E+11,1,2,3,2,3,2,3,2,2,3,3,3,4,2,4,2,2,4,4,3,1,3,3,3,2,2,1,1,1,3,2,2,3,1,2,2,3,2,2,4,2,2,5,2,3,2,3,1,4,2,2,2,2,7,2,2,5,1,1,98,3,7,1,1,7,3.338277163,1,2,1,1,1,5,2,1,1,1,1,6,12,0,6,3,2,2,5,2,1,3,1,2,2,6,1,3,2,1.096409963
2.01901E+11,1,2,3,2,3,3,1,2,2,2,2,3,3,2,1,1,2,3,4,3,2,2,2,2,1,1,2,1,2,2,2,1,2,1,2,1,2,1,1,4,1,2,3,2,3,3,0,0,2,3,2,1,1,6,3,3,5,3,1,98,3,7,2,3,329,78.1168381,1,1,4,2,1,5,2,1,1,1,1,1,1,2,5,2,0,2,6,2,1,3,1,2,2,6,1,3,2,0.80376923
2.01901E+11,1,2,3,2,3,3,1,3,3,3,2,2,3,3,2,2,1,2,3,2,2,2,2,3,2,3,3,1,2,2,99,2,2,1,2,2,2,1,2,3,9,2,9,2,3,2,4,3,2,3,1,2,2,4,3,2,6,2,3,6,2,2,1,1,0,0,2,2,4,2,1,6,2,1,1,1,1,1,2,2,2,3,2,2,7,1,1,3,1,1,3,6,1,3,2,0.422175139
2.01901E+11,1,1,3,2,3,3,3,2,3,3,3,3,3,4,2,1,1,1,4,3,2,2,2,1,1,99,1,1,1,1,2,1,2,2,1,1,2,2,1,4,1,1,5,2,5,1,2,3,4,2,2,2,2,6,4,4,3,3,1,3,1,2,2,3,102,59.90450517,1,1,2,2,3,2,1,1,3,1,1,6,12,0,4,4,1,1,1,3,2,3,1,2,1,2,1,2,2,3.249168364
2.01901E+11,1,1,3,2,3,3,1,3,3,2,2,2,3,1,3,2,2,3,4,2,1,1,2,3,2,2,2,1,3,3,2,1,1,2,3,2,2,1,1,3,9,2,3,2,3,2,4,3,2,2,2,2,1,7,4,2,4,2,1,7,3,3,3,3,657,51.90217112,1,2,2,1,1,6,2,1,1,1,1,1,4,2,2,3,2,2,8,1,1,3,1,1,3,6,1,3,2,0.4864726
2.01901E+11,1,2,2,2,3,3,1,2,2,2,2,3,4,4,4,2,2,2,4,2,1,2,2,2,2,2,2,1,3,2,2,2,2,1,1,3,2,2,1,4,2,3,3,2,3,2,4,3,3,3,2,2,2,7,2,3,5,3,1,3,3,1,1,1,14,3.135505343,1,4,2,1,1,6,2,1,1,2,6,1,2,2,5,4,2,2,9,1,0,4,1,2,3,6,2,4,2,2.739661646
2.01901E+11,1,2,3,2,3,3,3,2,2,3,2,3,2,2,1,2,2,2,5,5,5,5,5,3,2,2,2,3,3,3,1,1,2,2,3,2,3,2,3,3,9,2,3,2,3,2,3,3,3,2,2,2,2,3,4,3,3,3,2,98,1,2,1,2,21,13.95348837,1,2,2,2,2,4,2,1,1,1,1,1,1,1,1,3,2,2,99,99,1,2,1,1,99,6,1,3,2,0.452711158
2.01901E+11,1,3,2,3,3,3,3,3,3,3,3,3,4,3,3,2,3,2,4,3,2,3,3,2,2,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,2,3,2,3,2,4,3,3,3,2,2,2,7,1,2,5,2,2,9,3,1,1,1,27,4.572001402,1,3,3,2,1,6,2,1,1,1,1,2,11,0,5,2,0,2,7,1,1,4,1,2,2,6,1,4,2,0.491554503
2.01901E+11,1,1,1,1,1,3,3,3,3,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,2,2,2,1,1,1,2,3,9,2,4,1,2,3,0,0,2,1,1,99,1,6,1,1,5,2,1,1,3,7,1,1,20,5.322673792,1,3,2,2,1,5,1,5,3,1,1,1,1,1,1,2,0,2,6,2,3,1,1,1,2,2,1,3,2,0.350908384
2.01901E+11,1,1,3,2,99,3,3,1,2,2,3,3,3,2,1,2,1,2,2,2,1,2,1,1,3,2,3,1,3,1,2,1,2,2,2,2,2,2,2,1,1,3,9,1,5,3,0,0,4,1,2,2,2,3,4,4,3,3,3,99,1,3,2,2,105,15.94356282,1,3,1,2,3,1,1,5,3,2,5,1,12,0,6,1,0,1,2,3,0,3,2,2,1,1,99,2,2,7.75364134
